exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NASDAQ,DELL,1997-08-26,83.87,84.75,82.50,82.81,48736000,10.35
NASDAQ,DITC,2002-10-24,1.56,1.69,1.53,1.60,133600,1.60
NASDAQ,DLIA,2008-01-28,1.91,2.31,1.91,2.23,760800,2.23
NASDAQ,DWCH,2002-07-10,3.09,3.14,3.09,3.14,2400,1.57
NASDAQ,DYNT,2008-12-29,0.31,0.31,0.29,0.30,26900,0.30
NASDAQ,DMLP,2003-10-21,17.65,17.94,17.58,17.59,4800,9.73
NASDAQ,DORM,1997-02-07,7.88,7.88,7.63,7.75,7400,3.87
NASDAQ,DXPE,2004-10-25,5.19,5.24,5.00,5.00,7600,2.50
NASDAQ,DEST,2009-03-17,4.55,5.03,4.55,5.03,6800,5.03
NASDAQ,DBRN,1992-01-02,8.88,9.25,8.75,8.88,84800,2.22
NASDAQ,DXYN,1998-11-25,6.38,6.44,6.19,6.25,211100,6.25
NASDAQ,DEAR,1998-12-08,10.50,11.50,10.50,10.50,5800,6.45
NASDAQ,DCOM,1998-05-29,27.50,27.62,27.14,27.62,29400,5.47
NASDAQ,DYNT,2007-03-20,1.07,1.10,1.06,1.10,11300,1.10
NASDAQ,DFZ,2009-07-20,6.60,6.63,6.60,6.62,26500,6.58
NASDAQ,DUCK,2003-10-31,14.85,14.95,14.76,14.76,5200,14.76
NASDAQ,DAIO,1996-04-18,6.25,6.38,5.87,6.13,36900,6.13
NASDAQ,DNDN,2010-02-08,29.01,29.55,28.64,28.89,1371400,28.89
NASDAQ,DDDC,2009-10-21,0.40,0.41,0.38,0.40,32100,0.40
NASDAQ,DWSN,2004-06-01,14.99,15.65,14.75,15.45,117500,15.45
NASDAQ,DDRX,2009-02-11,0.45,0.45,0.30,0.35,42000,0.35
NASDAQ,DISH,2001-01-17,33.19,34.75,32.52,32.94,4127200,28.77
NASDAQ,DUSA,1997-09-29,7.56,8.38,7.44,8.25,178100,8.25
NASDAQ,DARA,1995-07-14,8.25,8.25,7.63,7.87,700,3150.00
NASDAQ,DBRN,1993-10-07,15.12,15.38,15.00,15.00,358400,3.75
NASDAQ,DORM,1991-06-07,7.63,7.88,7.25,7.88,24400,3.94
NASDAQ,DNDN,2002-12-04,4.01,4.15,3.90,4.00,103900,4.00
NASDAQ,DINE,1994-09-09,11.33,11.82,11.33,11.70,200,293.51
NASDAQ,DGII,1995-06-01,20.75,20.75,20.50,20.75,58800,20.75
NASDAQ,DMAN,2009-12-29,8.43,8.50,8.30,8.48,52200,8.48
NASDAQ,DXCM,2008-02-29,7.52,7.68,7.26,7.37,133900,7.37
NASDAQ,DBRN,2003-02-07,13.01,13.22,12.97,13.00,138600,6.50
NASDAQ,DDMX,2003-04-02,4.87,5.15,4.87,5.10,39000,5.10
NASDAQ,DHIL,1998-08-12,10.50,10.63,10.00,10.63,6800,45.77
NASDAQ,DELL,2003-07-01,31.71,32.01,31.16,31.92,18678500,31.92
NASDAQ,DENN,2001-11-08,0.67,0.68,0.67,0.67,13600,0.67
NASDAQ,DMLP,2003-10-16,17.75,17.75,17.75,17.75,2300,9.82
NASDAQ,DYNT,1996-05-31,0.84,0.88,0.84,0.84,38500,0.84
NASDAQ,DTLK,2006-09-12,9.03,9.50,9.00,9.18,665000,9.18
NASDAQ,DRCO,1988-06-07,7.67,7.92,7.67,7.92,16300,6.53
NASDAQ,DSPG,2003-02-06,16.04,16.23,15.86,15.93,184000,15.93
NASDAQ,DNBF,2000-10-05,16.12,16.12,16.12,16.12,000,9.13
NASDAQ,DRAM,1992-10-14,5.88,6.13,5.88,6.13,76800,1.75
NASDAQ,DECK,1994-06-14,14.25,14.25,13.00,14.00,5100,14.00
NASDAQ,DGAS,1992-06-10,15.63,15.63,15.13,15.13,2300,5.54
NASDAQ,DECK,1996-04-19,6.25,6.75,6.25,6.50,9600,6.50
NASDAQ,DASTY,1999-11-09,40.00,40.00,39.62,39.81,13600,36.33
NASDAQ,DGIT,2009-05-29,19.71,20.43,19.50,19.78,501000,19.78
NASDAQ,DEAR,2004-11-24,28.41,30.00,28.40,29.81,22500,24.52
NASDAQ,DGAS,2001-03-08,18.81,18.94,18.81,18.81,3100,12.09
NASDAQ,DENN,1998-05-07,9.00,9.00,8.75,9.00,61600,9.00
NASDAQ,DMLP,2004-08-04,19.41,19.75,19.35,19.49,11300,11.78
NASDAQ,DGICB,2004-02-09,18.96,19.25,18.96,19.01,3100,9.49
NASDAQ,DDRX,2007-08-21,3.75,3.89,3.70,3.81,2800,3.81
NASDAQ,DCAI,2007-04-24,12.29,12.30,12.05,12.07,10300,12.07
NASDAQ,DGICA,2009-11-04,14.85,14.85,14.27,14.65,28800,14.54
NASDAQ,DGAS,1999-06-17,16.87,17.00,16.75,16.75,3100,9.52
NASDAQ,DISK,1995-12-29,7.88,7.88,7.50,7.50,71900,7.50
NASDAQ,DRAM,1994-12-23,6.37,6.37,6.25,6.37,28500,1.82
NASDAQ,DINE,2000-01-20,4.25,4.75,4.19,4.69,25200,11.93
NASDAQ,DGICB,1995-08-07,16.25,16.50,16.25,16.25,32300,3.53
NASDAQ,DCAI,1996-08-08,4.25,4.88,4.25,4.88,22400,2.44
NASDAQ,DCGN,2004-04-20,10.03,10.41,9.71,9.71,584800,9.71
NASDAQ,DAIO,1993-07-07,3.00,3.13,3.00,3.00,15900,3.00
NASDAQ,DLPX,2000-01-24,5.38,5.38,5.19,5.19,6100,5.19
NASDAQ,DNEX,1998-02-20,57.38,58.25,57.38,58.00,26800,29.00
NASDAQ,DAIO,2001-03-30,1.81,1.81,1.81,1.81,6000,1.81
NASDAQ,DTSI,2006-04-19,18.56,18.80,17.92,18.74,170000,18.74
NASDAQ,DMAN,2007-10-11,18.09,18.09,17.10,17.25,90400,17.25
NASDAQ,DAIO,2004-04-30,2.84,3.00,2.55,2.56,17800,2.56
NASDAQ,DBTK,2010-01-15,10.36,10.43,10.25,10.29,95500,10.29
NASDAQ,DELL,2007-02-08,23.62,23.96,23.59,23.85,16038700,23.85
NASDAQ,DSWL,2008-06-25,6.70,6.70,6.40,6.45,16100,5.67
NASDAQ,DINE,2004-07-12,7.97,7.97,7.70,7.78,64300,19.99
NASDAQ,DELL,1988-08-23,8.38,8.75,8.00,8.25,45465600,0.09
NASDAQ,DIGA,2006-09-08,1.70,1.73,1.66,1.70,14600,13.60
NASDAQ,DINE,1997-02-05,5.22,5.34,5.22,5.22,7500,13.19
NASDAQ,DRAM,2003-03-04,2.49,2.49,2.45,2.45,1100,2.10
NASDAQ,DGII,1997-02-07,8.62,8.62,8.38,8.62,35700,8.62
NASDAQ,DLLR,2007-04-04,25.95,25.97,25.53,25.83,233200,25.83
NASDAQ,DRAM,2003-10-28,4.04,4.04,3.89,4.00,9400,3.43
NASDAQ,DELL,2006-02-17,30.99,31.01,30.13,30.38,68759800,30.38
NASDAQ,DYAX,2001-08-09,12.41,12.41,12.00,12.23,37200,12.23
NASDAQ,DMAN,2009-05-13,7.41,7.50,7.32,7.44,46400,7.44
NASDAQ,DLTR,2007-09-24,41.77,42.10,41.02,41.20,1312400,41.20
NASDAQ,DAVE,2006-10-09,14.48,14.65,14.46,14.50,40200,14.50
NASDAQ,DEAR,2009-06-18,1.92,1.93,1.92,1.93,900,1.93
NASDAQ,DEPO,1998-01-23,7.44,7.88,6.88,7.44,197500,7.44
NASDAQ,DMAN,2009-04-24,7.10,7.10,6.93,6.96,47400,6.96
NASDAQ,DANKY,2001-09-28,0.59,0.60,0.55,0.55,146700,0.55
NASDAQ,DSWL,1998-12-08,10.96,11.44,10.60,10.60,30600,2.49
NASDAQ,DNBK,2009-03-09,12.19,12.50,12.19,12.31,132300,12.26
NASDAQ,DAIO,1998-09-01,2.56,2.75,2.50,2.50,81900,2.50
NASDAQ,DGAS,2009-07-08,23.00,23.70,23.00,23.70,1000,23.12
NASDAQ,DBLE,2003-09-08,12.00,12.20,11.63,12.20,42100,12.20
NASDAQ,DNDN,2005-10-25,6.32,6.80,6.30,6.78,1200000,6.78
NASDAQ,DPTR,2008-06-19,27.45,27.75,26.70,26.92,897800,26.92
NASDAQ,DGICB,1990-04-10,7.75,8.25,7.75,8.25,900,1.60
NASDAQ,DEAR,2004-03-25,23.00,23.00,22.75,22.75,200,17.83
NASDAQ,DNBF,2006-11-03,21.00,21.00,21.00,21.00,100,17.22
NASDAQ,DANKY,2002-03-07,2.25,2.42,2.24,2.42,417200,2.42
NASDAQ,DYNT,2004-07-21,1.99,2.00,1.83,1.85,50300,1.85
NASDAQ,DIOD,2004-04-13,23.09,23.70,22.77,23.20,252300,10.31
NASDAQ,DLIA,2007-04-16,8.80,8.89,8.68,8.82,296500,8.82
NASDAQ,DFZ,2006-08-24,6.25,6.25,6.25,6.25,1000,5.96
NASDAQ,DXPE,2000-09-26,1.38,1.38,1.38,1.38,8000,0.69
NASDAQ,DANKY,1996-07-26,26.88,28.86,26.88,27.93,1943400,27.55
NASDAQ,DENN,2002-04-11,0.89,0.90,0.89,0.90,11200,0.90
NASDAQ,DEIX,2007-06-18,8.99,9.03,8.97,9.00,98700,9.00
NASDAQ,DGAS,2009-06-16,23.86,23.86,22.68,23.03,3300,22.47
NASDAQ,DXYN,1996-04-15,4.31,4.43,4.31,4.37,12700,4.30
NASDAQ,DATA,2007-10-24,3.02,3.09,2.90,2.98,10000,2.98
NASDAQ,DGICA,2004-06-23,21.70,21.80,20.97,21.08,26700,10.39
NASDAQ,DJCO,2008-09-29,39.00,46.00,36.00,39.90,600,39.90
NASDAQ,DAIO,1993-08-03,3.00,3.25,3.00,3.25,9800,3.25
NASDAQ,DLPX,1993-04-01,2.75,2.75,2.75,2.75,23000,2.75
NASDAQ,DUSA,1997-06-02,5.94,6.25,5.87,6.00,35800,6.00
NASDAQ,DGICB,1999-04-09,12.13,12.50,11.75,12.25,9500,5.10
NASDAQ,DCGN,2003-08-06,2.85,3.10,2.81,2.85,181400,2.85
NASDAQ,DGICA,2006-05-12,18.96,19.60,18.95,19.00,46600,17.34
NASDAQ,DRRX,2003-08-20,2.36,2.45,2.34,2.43,544500,2.43
NASDAQ,DCOM,2010-01-15,11.79,11.85,11.55,11.74,120900,11.61
NASDAQ,DSPG,2004-04-15,25.81,25.81,25.30,25.35,151600,25.35
NASDAQ,DGAS,2007-08-31,23.79,25.02,23.79,24.81,4000,22.14
NASDAQ,DTV,2006-11-28,22.50,22.65,22.38,22.55,9400300,22.55
NASDAQ,DRAM,2003-08-07,3.62,3.63,3.61,3.61,5300,3.09
NASDAQ,DGII,1996-01-29,23.12,23.38,22.63,23.38,465400,23.38
NASDAQ,DBRN,1991-12-23,9.00,9.00,8.50,9.00,173600,2.25
NASDAQ,DGAS,2000-09-18,17.87,17.87,17.50,17.50,1100,10.91
NASDAQ,DMLP,2003-02-28,14.91,14.91,14.67,14.70,26600,7.81
NASDAQ,DPTR,2009-12-23,1.36,1.37,1.28,1.36,7398200,1.36
NASDAQ,DXPE,2009-04-28,12.45,13.05,12.40,12.77,114400,12.77
NASDAQ,DHFT,1999-02-17,15.99,16.31,15.99,16.15,14200,5.27
NASDAQ,DSPG,1996-02-09,9.25,9.75,9.25,9.38,158000,4.15
NASDAQ,DHFT,1996-07-30,9.43,9.71,9.43,9.62,13700,2.74
NASDAQ,DXYN,2007-07-06,12.51,13.12,12.51,12.97,47200,12.97
NASDAQ,DHFT,1993-07-19,13.04,13.04,12.66,13.04,10200,1.85
NASDAQ,DTPI,2008-10-06,4.21,4.56,4.04,4.19,153700,3.70
NASDAQ,DORM,1994-04-22,7.25,7.75,7.00,7.75,30600,3.87
NASDAQ,DRCO,2003-07-17,15.76,16.05,15.76,15.96,5400,15.96
NASDAQ,DYII,2006-03-06,3.21,3.21,3.21,3.21,200,3.21
NASDAQ,DRCO,2008-08-15,9.74,9.74,9.15,9.22,7100,9.22
NASDAQ,DLTR,2006-02-03,26.68,27.69,26.53,27.20,2447400,27.20
NASDAQ,DRIV,1998-12-29,43.44,44.00,38.75,39.06,322000,39.06
NASDAQ,DATA,1998-07-09,4.25,4.25,4.25,4.25,6000,2.83
NASDAQ,DNEX,2008-12-11,48.94,50.90,47.96,48.51,146100,48.51
NASDAQ,DEAR,2005-08-30,25.65,25.80,25.56,25.64,2600,23.26
NASDAQ,DUSA,1997-03-24,6.13,6.38,6.00,6.25,78400,6.25
NASDAQ,DIET,2003-02-04,1.48,1.48,1.40,1.45,18800,1.45
NASDAQ,DSPG,2006-05-15,24.90,25.13,24.50,24.56,368900,24.56
NASDAQ,DWSN,1991-11-22,4.12,4.12,3.88,4.00,8400,4.00
NASDAQ,DWSN,2006-07-17,29.61,29.95,28.27,28.52,114300,28.52
NASDAQ,DNEX,1997-04-02,45.50,45.50,44.75,44.75,22600,22.37
NASDAQ,DNDN,2009-05-04,21.21,22.39,20.83,21.38,9733400,21.38
NASDAQ,DEAR,2005-06-07,27.45,27.45,27.45,27.45,1700,24.90
NASDAQ,DLLR,2008-05-01,21.52,23.13,21.33,22.93,377200,22.93
NASDAQ,DFZ,1994-05-27,19.25,19.75,19.25,19.75,33300,8.48
NASDAQ,DTSI,2006-07-11,19.54,19.78,19.22,19.59,63400,19.59
NASDAQ,DWA,2004-11-05,40.77,42.25,40.21,40.45,2461400,40.45
NASDAQ,DBLE,2009-10-27,5.03,5.15,4.79,5.14,29200,5.14
NASDAQ,DELL,2000-05-01,50.69,51.25,49.00,51.06,23757000,51.06
NASDAQ,DUSA,1994-06-22,4.12,4.12,3.88,3.91,17300,3.91
NASDAQ,DTSI,2008-08-18,33.27,33.87,32.77,33.19,273900,33.19
NASDAQ,DGICB,2000-05-22,7.00,7.00,7.00,7.00,1500,3.07
NASDAQ,DCOM,2003-04-21,23.51,23.55,23.35,23.47,54300,11.95
NASDAQ,DGII,2002-05-10,5.37,5.48,5.17,5.20,180700,5.20
NASDAQ,DLTR,2004-01-27,32.39,33.81,32.35,32.97,2339400,32.97
NASDAQ,DRAM,1997-06-04,9.69,9.81,9.62,9.62,30300,2.75
NASDAQ,DFZ,2000-05-11,3.44,3.62,3.44,3.50,6800,3.34
NASDAQ,DELL,1994-01-21,25.87,26.12,24.62,24.62,89721600,0.38
NASDAQ,DATA,2007-02-28,4.94,5.15,4.93,5.09,13500,5.09
NASDAQ,DNDN,2007-10-30,7.56,7.58,7.45,7.52,1476800,7.52
NASDAQ,DELL,2005-04-20,36.60,36.80,35.94,35.99,20709900,35.99
NASDAQ,DXYN,2001-04-25,3.19,3.38,3.15,3.35,35200,3.35
NASDAQ,DYII,2000-04-27,9.38,9.38,8.75,9.00,4000,4.50
NASDAQ,DARA,2000-02-29,12.62,14.87,12.56,14.62,8900,5850.00
NASDAQ,DHFT,2003-11-14,16.10,16.30,16.10,16.30,10000,10.08
NASDAQ,DRAD,2007-03-07,4.52,4.67,4.51,4.53,12400,4.53
NASDAQ,DRRX,2006-08-09,3.41,3.60,3.25,3.26,284600,3.26
NASDAQ,DAKT,2005-12-21,28.38,28.62,27.65,28.22,142800,13.79
NASDAQ,DHIL,2006-10-23,63.60,63.69,62.90,63.01,2300,54.29
NASDAQ,DXPE,2005-09-06,18.70,20.21,18.08,19.84,5090000,9.92
NASDAQ,DJCO,2008-07-16,41.50,41.50,40.52,40.52,500,40.52
NASDAQ,DATA,2009-11-13,0.39,0.40,0.39,0.40,22300,0.40
NASDAQ,DHIL,2003-04-28,3.95,3.95,3.92,3.92,600,3.38
NASDAQ,DHIL,2003-06-10,4.26,4.26,4.26,4.26,200,3.67
NASDAQ,DANKY,1996-02-08,41.03,41.77,40.79,41.77,537500,41.17
NASDAQ,DTSI,2009-03-04,16.07,16.45,15.21,15.63,301600,15.63
NASDAQ,DBLE,2001-01-25,4.53,4.53,4.53,4.53,200,4.53
NASDAQ,DRRX,2001-01-31,8.25,8.62,8.25,8.62,52500,8.62
NASDAQ,DNBF,2007-08-21,19.35,19.65,19.35,19.65,1500,17.24
NASDAQ,DARA,2003-01-23,0.85,0.90,0.75,0.90,100,36.00
NASDAQ,DSTI,2004-06-08,2.47,2.48,2.21,2.26,39900,2.26
NASDAQ,DWCH,2003-07-15,3.01,3.63,3.01,3.25,25400,1.62
NASDAQ,DECK,1993-10-26,24.00,24.75,24.00,24.00,79900,24.00
NASDAQ,DISH,2003-08-05,35.89,36.15,35.12,35.22,1427500,30.76
NASDAQ,DSGX,1999-10-18,4.25,4.34,4.12,4.19,92700,4.19
NASDAQ,DIET,2003-12-04,3.90,4.02,3.90,4.00,54200,4.00
NASDAQ,DARA,1996-09-26,11.62,11.62,11.38,11.38,700,4550.00
NASDAQ,DISK,1998-10-22,3.62,3.62,3.38,3.44,22000,3.44
NASDAQ,DAIO,2006-03-22,3.79,4.00,3.70,4.00,41700,4.00
NASDAQ,DEIX,2009-01-06,0.36,0.39,0.35,0.37,13600,0.37
NASDAQ,DSPG,2000-06-21,55.50,59.25,55.25,58.06,321700,51.45
NASDAQ,DYII,2001-08-02,17.18,17.50,15.85,16.30,63300,16.30
NASDAQ,DEST,2009-07-17,18.15,18.33,17.24,18.28,19000,18.28
NASDAQ,DATA,2003-12-10,6.22,6.22,6.07,6.10,15300,4.07
NASDAQ,DXYN,1993-03-26,13.60,13.83,13.13,13.83,1500,12.94
NASDAQ,DTV,2008-02-20,25.15,25.71,25.00,25.55,5655100,25.55
NASDAQ,DYAX,2009-11-06,3.12,3.25,3.11,3.25,182800,3.25
NASDAQ,DBRN,2004-06-02,17.35,17.71,17.24,17.45,118200,8.73
NASDAQ,DIET,2002-03-19,1.90,1.93,1.90,1.90,14200,1.90
NASDAQ,DXCM,2006-06-26,12.42,12.55,12.09,12.24,220800,12.24
NASDAQ,DEST,2008-10-14,12.00,12.91,10.83,11.79,18700,11.79
NASDAQ,DWCH,2001-01-30,1.06,1.09,1.00,1.00,204400,2.25
NASDAQ,DITC,2000-02-02,124.25,125.50,120.75,123.00,156600,61.50
NASDAQ,DGICB,2006-03-27,21.77,22.01,21.77,22.01,500,15.22
NASDAQ,DLIA,2006-09-08,7.67,8.07,7.56,7.90,668200,7.90
NASDAQ,DAVE,2006-09-12,14.44,14.45,14.07,14.07,39700,14.07
NASDAQ,DWCH,2001-09-27,1.05,1.05,1.03,1.03,2600,0.51
NASDAQ,DNEX,2002-05-16,25.60,26.23,25.27,25.87,106800,25.87
NASDAQ,DEST,1997-03-24,8.75,8.75,8.75,8.75,100,8.75
NASDAQ,DELL,2003-06-24,31.34,31.86,31.24,31.33,14265800,31.33
NASDAQ,DSCO,2004-02-27,11.55,12.00,11.35,12.00,441500,12.00
NASDAQ,DLIA,2008-10-02,2.97,3.26,2.95,3.00,309200,3.00
NASDAQ,DIOD,1996-07-26,6.00,6.25,6.00,6.25,42900,1.23
NASDAQ,DGLY,2008-02-25,7.20,7.40,7.10,7.40,66700,7.40
NASDAQ,DXPE,1999-06-16,6.44,6.62,5.00,5.00,11000,2.50
NASDAQ,DAIO,2008-12-29,2.45,2.47,2.44,2.47,40800,2.47
NASDAQ,DRCO,2009-08-03,12.30,12.50,12.30,12.49,49400,12.49
NASDAQ,DORM,1997-04-02,7.63,7.75,7.37,7.75,7600,3.87
NASDAQ,DRIV,2005-12-20,29.56,29.61,28.78,28.95,1131800,28.95
NASDAQ,DRCO,2005-01-12,17.00,17.21,16.94,16.94,8200,16.94
NASDAQ,DGAS,1997-05-16,16.75,16.75,16.00,16.50,1100,8.10
NASDAQ,DAIO,1994-12-07,5.12,5.62,5.00,5.12,160400,5.12
NASDAQ,DNDN,2006-06-26,4.18,4.29,4.15,4.25,299400,4.25
NASDAQ,DHIL,2000-12-27,1.84,1.84,1.84,1.84,000,7.94
NASDAQ,DFR,2007-05-24,15.91,16.04,15.50,15.61,24700,124.31
NASDAQ,DSPG,2004-07-09,23.60,24.09,23.60,24.02,160300,24.02
NASDAQ,DINE,1999-04-27,2.94,3.19,2.94,3.19,3800,8.11
NASDAQ,DBLEP,2008-02-12,25.51,25.51,24.60,24.87,3200,20.08
NASDAQ,DIOD,1992-08-26,1.50,1.50,1.50,1.50,000,0.30
NASDAQ,DSGX,2006-11-21,3.68,3.71,3.64,3.65,21500,3.65
NASDAQ,DSPG,2009-05-01,6.29,6.63,6.22,6.40,82800,6.40
NASDAQ,DISH,1995-07-27,14.50,15.25,14.50,14.50,48800,1.58
NASDAQ,DIGA,2003-01-10,0.46,0.47,0.45,0.45,19900,36.00
NASDAQ,DGIT,2009-09-02,16.55,17.00,16.39,16.85,137700,16.85
NASDAQ,DANKY,2009-02-10,0.08,0.08,0.08,0.08,201900,0.08
NASDAQ,DGAS,2001-08-13,19.20,19.20,19.01,19.06,1100,12.43
NASDAQ,DHIL,2007-06-26,91.22,93.46,90.70,91.91,4700,79.18
NASDAQ,DITC,2004-07-27,18.23,19.11,18.15,18.90,706900,18.90
NASDAQ,DWCH,2008-02-29,3.61,3.61,3.45,3.45,49500,3.45
NASDAQ,DSCO,1998-04-03,4.81,4.94,4.75,4.94,3800,4.94
NASDAQ,DRRX,2005-04-21,3.09,3.17,3.09,3.14,44100,3.14
NASDAQ,DXCM,2009-10-19,7.77,7.88,7.51,7.86,120900,7.86
NASDAQ,DRAM,2003-03-03,2.35,2.45,2.35,2.45,3200,2.10
NASDAQ,DBRN,2001-01-19,30.81,30.81,28.44,28.44,300800,7.11
NASDAQ,DWSN,1996-04-22,10.88,11.00,10.50,10.50,9000,10.50
NASDAQ,DLPX,2006-09-01,2.36,2.36,2.36,2.36,1300,2.36
NASDAQ,DFZ,1996-05-22,18.75,19.00,18.50,18.63,34400,14.21
NASDAQ,DELL,2002-01-25,27.22,28.59,27.21,28.44,24057100,28.44
NASDAQ,DNEX,2003-12-18,46.00,47.64,45.77,46.99,55300,46.99
NASDAQ,DWA,2007-01-25,28.95,29.18,28.88,29.09,404500,29.09
NASDAQ,DNBF,2000-10-24,15.50,15.62,15.50,15.62,2200,8.85
NASDAQ,DYNT,2005-04-27,1.73,1.75,1.73,1.73,5000,1.73
NASDAQ,DTPI,1999-09-15,45.63,49.62,44.00,45.81,394500,24.97
NASDAQ,DYNT,1994-12-08,1.12,1.25,0.88,1.00,56600,1.00
NASDAQ,DISCA,2009-11-06,29.40,30.07,29.21,30.07,1735700,30.07
NASDAQ,DANKY,1999-09-10,9.25,9.50,8.87,9.06,252500,9.06
NASDAQ,DLPX,1994-09-30,5.38,5.62,5.38,5.62,10800,5.62
NASDAQ,DWCH,1998-09-25,1.50,1.50,1.37,1.50,10200,3.37
NASDAQ,DEST,2000-01-14,10.81,10.81,10.75,10.75,600,10.75
NASDAQ,DYAX,2007-04-04,4.36,4.36,4.23,4.27,92100,4.27
NASDAQ,DAVE,1997-05-13,12.88,13.00,12.50,12.50,17500,12.50
NASDAQ,DINE,2005-12-08,5.63,5.80,5.55,5.65,7800,14.52
NASDAQ,DXYN,1995-08-11,5.59,6.07,5.59,6.07,800,5.90
NASDAQ,DHIL,2004-12-01,14.82,14.82,14.19,14.75,1100,12.71
NASDAQ,DAKT,2007-11-30,23.46,23.58,23.06,23.33,360800,22.92
NASDAQ,DBLE,2009-06-03,5.20,5.20,4.79,4.91,34200,4.91
NASDAQ,DPTR,2002-10-10,3.30,3.47,3.08,3.30,10900,3.30
NASDAQ,DENN,2000-04-18,1.27,1.31,1.25,1.31,127000,1.31
NASDAQ,DYII,1999-08-20,2.11,2.11,2.04,2.09,5800,0.52
NASDAQ,DSCO,1999-05-03,1.69,1.69,1.50,1.69,10200,1.69
NASDAQ,DIOD,2007-10-18,33.02,33.42,32.32,33.28,351600,33.28
NASDAQ,DYAX,2000-08-30,26.78,31.50,26.75,30.00,196300,30.00
NASDAQ,DGIT,2004-05-27,1.44,1.45,1.39,1.45,27500,14.50
NASDAQ,DCGN,2005-07-27,9.77,9.90,9.40,9.47,378200,9.47
NASDAQ,DSPG,2005-05-16,23.18,23.40,22.97,23.16,135200,23.16
NASDAQ,DSWL,2007-10-17,10.79,11.01,10.31,10.70,19800,9.02
NASDAQ,DHFT,1995-11-28,20.57,20.57,20.38,20.57,6000,2.93
NASDAQ,DDMX,2001-08-07,1.90,2.00,1.90,2.00,1500,2.00
NASDAQ,DGICB,1995-11-29,18.00,18.00,18.00,18.00,000,3.93
NASDAQ,DGII,1997-03-05,7.88,8.00,7.63,7.63,64500,7.63
NASDAQ,DASTY,2001-02-15,53.50,54.75,52.50,52.62,3500,48.15
NASDAQ,DFZ,2000-09-21,2.94,2.94,2.88,2.88,21600,2.74
NASDAQ,DLPX,1999-03-23,2.56,2.56,2.44,2.50,12100,2.50
NASDAQ,DECK,2005-01-31,39.35,39.48,38.01,38.77,386900,38.77
NASDAQ,DDDC,2008-09-10,0.06,0.09,0.06,0.09,18200,0.09
NASDAQ,DCAI,2004-01-22,9.00,9.08,8.80,8.80,47200,4.40
NASDAQ,DBRN,2000-03-24,15.38,15.44,14.38,15.00,135200,3.75
NASDAQ,DIGA,1998-11-18,2.38,2.75,2.31,2.56,6300,205.00
NASDAQ,DIGA,2008-09-08,0.53,0.54,0.51,0.53,26600,4.24
NASDAQ,DAVE,2001-07-18,11.61,11.70,10.35,10.52,260500,10.52
NASDAQ,DGII,1994-12-12,16.50,16.50,16.00,16.50,16900,16.50
NASDAQ,DIGA,2009-06-05,1.26,1.28,1.23,1.24,59400,1.24
NASDAQ,DARA,2001-03-14,0.37,0.37,0.34,0.37,300,150.00
NASDAQ,DFR,2009-07-08,3.93,4.04,3.93,4.00,7200,4.00
NASDAQ,DISCA,2005-08-30,15.10,15.50,15.00,15.32,2551400,15.32
NASDAQ,DROOY,2008-05-21,8.69,9.00,8.68,8.75,224800,8.39
NASDAQ,DRRX,2004-03-23,3.02,3.03,2.91,2.97,71500,2.97
NASDAQ,DBRN,1990-06-25,10.75,10.75,10.50,10.75,47200,2.69
NASDAQ,DINE,1992-11-30,13.77,14.02,13.52,14.02,2400,155.95
NASDAQ,DTPI,1999-06-10,21.50,21.75,21.50,21.75,14200,11.85
NASDAQ,DGICA,2005-02-03,21.73,22.09,21.63,22.09,56900,11.07
NASDAQ,DCOM,2009-06-24,8.00,8.48,7.98,8.44,686100,8.14
NASDAQ,DNBK,2009-08-10,12.79,12.90,12.64,12.77,71800,12.75
NASDAQ,DGIT,1998-10-07,2.38,2.50,2.38,2.44,400,24.38
NASDAQ,DWSN,1998-06-16,16.75,17.62,16.75,17.50,25300,17.50
NASDAQ,DNBF,2000-03-14,14.25,14.25,14.25,14.25,000,8.00
NASDAQ,DGICB,1992-10-15,9.50,9.50,9.50,9.50,300,1.95
NASDAQ,DARA,1996-01-09,14.75,14.87,13.75,14.00,1300,5600.00
NASDAQ,DNDN,2004-08-25,9.21,10.67,9.21,10.52,2764600,10.52
NASDAQ,DVAX,2008-10-22,0.49,0.50,0.21,0.25,19075000,0.25
NASDAQ,DGAS,2006-12-18,24.96,25.00,24.92,25.00,2300,21.49
NASDAQ,DCOM,1999-10-12,19.49,19.55,19.37,19.37,19200,3.95
NASDAQ,DRCO,1989-09-25,6.44,6.68,5.94,6.68,15800,5.51
NASDAQ,DGAS,2005-12-20,26.68,26.68,26.68,26.68,000,21.87
NASDAQ,DSWL,2001-12-21,17.15,17.52,17.15,17.52,10100,4.83
NASDAQ,DVAX,2007-11-06,5.00,5.11,4.76,4.76,80900,4.76
NASDAQ,DEST,2009-02-09,8.05,8.50,8.05,8.50,800,8.50
NASDAQ,DGII,2001-06-05,8.98,9.23,8.98,9.22,56300,9.22
NASDAQ,DAVE,2004-09-24,7.27,7.46,7.27,7.39,6100,7.39
NASDAQ,DISK,2002-12-30,2.31,2.48,2.31,2.45,39100,2.45
NASDAQ,DTLK,2006-12-19,7.70,7.73,7.18,7.37,284800,7.37
