exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NYSE,GRT,1996-04-29,16.87,17.00,16.87,17.00,17500,3.75
NYSE,GCH,1998-02-02,10.59,10.76,10.08,10.19,190000,4.73
NYSE,GWW,2002-04-30,54.70,57.09,54.60,56.07,453200,49.10
NYSE,GGG,1991-12-02,22.75,22.75,22.62,22.62,29600,1.17
NYSE,GWW,1988-05-24,53.43,55.12,53.00,54.91,361600,9.70
NYSE,GLT,1997-04-11,14.08,14.19,13.75,14.19,16500,8.53
NYSE,GMT,2009-03-30,20.38,20.61,19.67,19.97,1448400,19.37
NYSE,GMA,2005-05-02,20.61,20.67,20.15,20.24,64100,11.89
NYSE,GJW,2009-12-10,1.62,1.62,1.59,1.59,4500,1.59
NYSE,GAJ,2001-01-25,16.81,17.69,16.81,17.50,18500,6.77
NYSE,GRA,1992-06-15,7.98,8.00,7.83,7.95,217500,4.13
NYSE,GFW,2008-10-15,13.00,14.00,12.90,13.25,6200,11.48
NYSE,GDO,2009-12-09,20.01,20.02,20.00,20.02,8000,19.89
NYSE,GYB,2007-02-08,23.76,23.92,23.75,23.87,7500,19.49
NYSE,GDI,1999-10-18,12.12,12.12,11.00,11.12,70400,5.56
NYSE,GWR,2008-02-08,26.92,27.62,26.62,27.11,156700,27.11
NYSE,GR,2002-04-05,32.16,32.49,31.88,32.15,456100,25.67
NYSE,GDF,2003-05-13,13.10,13.15,12.97,13.10,22600,6.87
NYSE,GTY,1997-03-17,20.12,20.62,20.12,20.50,24700,5.78
NYSE,GJK,2006-04-06,24.54,24.54,24.50,24.50,10000,20.61
NYSE,GHL,2009-11-24,83.41,83.91,82.52,82.88,201000,82.42
NYSE,GG,2003-05-28,11.25,11.35,11.01,11.07,2478900,10.41
NYSE,GR,1996-10-14,39.58,39.80,39.46,39.58,38600,26.47
NYSE,GE,1991-12-12,66.25,67.00,65.87,66.62,14818800,3.47
NYSE,GIB,2009-11-23,12.15,12.46,12.15,12.40,119400,12.40
NYSE,GT,1982-07-30,23.50,23.75,23.25,23.25,78000,5.79
NYSE,GGC,1993-02-22,18.52,18.52,17.82,17.93,18900,358.13
NYSE,GPW,2008-06-26,23.23,23.54,23.23,23.54,2600,21.52
NYSE,GSI,2006-01-31,1.73,1.85,1.70,1.85,101000,1.85
NYSE,GBL,2008-01-23,58.10,60.73,57.34,60.29,107100,59.95
NYSE,GBX,2007-08-22,28.40,29.18,28.22,29.06,161700,28.09
NYSE,GPC,1984-02-07,25.79,26.17,25.19,26.17,171100,1.85
NYSE,GRR,2006-06-15,15.65,17.07,15.20,17.00,90600,13.94
NYSE,GET,1999-03-25,24.27,24.52,24.21,24.52,14400,24.04
NYSE,GPS,1991-01-23,39.00,39.50,39.00,39.25,3762400,2.42
NYSE,GSK,1996-04-08,24.50,24.62,24.37,24.37,404500,15.30
NYSE,GMK,2010-01-07,7.83,8.44,7.83,8.26,67900,8.26
NYSE,GJB,2005-01-07,24.87,25.25,24.87,25.25,5600,18.42
NYSE,GJH,2006-11-02,9.72,9.72,9.72,9.72,000,7.19
NYSE,GLF,2005-08-11,26.80,28.23,26.67,28.13,136500,28.13
NYSE,GLW,2000-07-28,250.25,253.00,226.50,232.75,18800100,74.74
NYSE,GR,2004-10-26,30.45,30.85,30.21,30.75,1109400,27.83
NYSE,GBL,2001-09-24,31.43,34.90,31.43,34.78,75700,33.05
NYSE,GMT,1988-12-06,34.96,35.12,34.88,35.12,162000,3.65
NYSE,GFI,2003-04-22,11.00,11.24,10.90,11.07,2019200,10.12
NYSE,GPU,2008-04-01,25.81,25.82,25.18,25.31,13700,22.49
NYSE,GDP,1992-04-09,3.00,3.00,2.88,3.00,600,24.00
NYSE,GXP,1993-06-11,24.00,24.12,24.00,24.12,25200,8.82
NYSE,GR,1987-12-15,21.64,22.49,21.64,22.49,726000,4.47
NYSE,GDI,1999-07-23,20.25,21.75,20.00,21.12,83400,10.55
NYSE,GF,2006-07-05,12.70,12.70,12.41,12.50,31300,11.57
NYSE,GPW,2009-10-15,25.12,25.12,25.02,25.08,1800,24.72
NYSE,GJJ,2007-12-05,22.51,22.51,22.50,22.50,200,20.85
NYSE,GJX,2009-07-10,24.75,25.21,24.74,25.21,1600,24.35
NYSE,GGB,2000-01-10,28.56,29.19,28.56,29.19,51200,0.79
NYSE,GUI,2003-10-30,25.35,25.45,25.15,25.30,18900,17.82
NYSE,GAB,1990-06-28,4.35,4.35,4.30,4.30,52400,0.24
NYSE,GE,2004-05-21,30.31,30.69,30.31,30.65,21917300,24.95
NYSE,GWW,2005-06-14,54.78,55.18,54.48,55.16,585000,50.73
NYSE,GTY,2009-03-17,14.63,16.80,14.63,16.80,402100,15.35
NYSE,GFW,2003-12-26,25.22,25.28,25.10,25.28,30900,15.20
NYSE,GDP,1993-08-26,2.25,2.25,2.13,2.13,10200,17.00
NYSE,GJJ,2006-06-01,24.30,24.30,24.30,24.30,000,20.66
NYSE,GET,2003-05-02,20.70,21.52,20.51,21.52,77500,21.52
NYSE,GWF,2006-09-01,23.23,23.33,23.19,23.23,8500,18.36
NYSE,GBB,2009-02-25,38.96,38.96,38.96,38.96,000,38.96
NYSE,GIM,1996-10-08,5.28,5.46,5.28,5.37,314500,1.61
NYSE,GVA,2004-05-25,18.99,19.39,18.90,19.32,237200,17.96
NYSE,GMK,2009-01-09,2.00,2.07,2.00,2.04,13700,2.04
NYSE,GGB,2000-06-07,12.25,12.25,12.25,12.25,000,0.67
NYSE,GE,2001-12-17,37.80,38.85,37.70,38.30,26715900,29.27
NYSE,GMR,2002-09-24,8.00,8.00,7.50,7.50,37900,2.77
NYSE,GBX,2002-08-22,6.35,6.35,6.25,6.25,8600,5.85
NYSE,GXP,1990-03-02,33.25,33.63,33.13,33.50,207600,4.89
NYSE,GT,1994-01-17,47.50,49.25,47.50,49.13,792200,37.82
NYSE,GG,1999-01-15,6.25,6.25,6.25,6.25,000,2.83
NYSE,GGG,2004-02-19,42.15,42.46,41.81,41.86,131400,23.54
NYSE,GDI,2005-06-15,38.15,38.43,37.66,38.30,220000,19.13
NYSE,GGG,1997-04-23,24.37,24.50,24.12,24.37,363500,3.69
NYSE,GG,2006-07-06,30.89,31.52,30.36,31.28,5625600,30.62
NYSE,GY,1990-05-15,4.01,4.10,4.01,4.10,39600,0.14
NYSE,GR,2007-12-06,73.00,74.39,72.87,74.14,1179300,71.15
NYSE,GRT,2004-04-07,23.20,24.31,23.20,24.26,493700,12.66
NYSE,GCS,2006-09-05,16.17,16.27,16.11,16.25,60500,5.76
NYSE,GUQ,2007-06-25,23.24,23.24,23.10,23.11,700,19.79
NYSE,GPK,2009-01-26,0.98,1.05,0.96,1.04,200800,1.04
NYSE,GED,2010-01-11,23.72,23.86,23.71,23.75,40500,23.75
NYSE,GLW,1999-10-25,69.75,69.75,68.06,68.75,1191900,22.00
NYSE,GR,1996-04-29,35.14,35.47,35.14,35.25,71600,23.20
NYSE,GRA,1990-11-14,4.54,4.81,4.54,4.78,387100,1.87
NYSE,GCV,2004-08-04,10.10,10.24,10.06,10.10,3300,6.06
NYSE,GKM,2004-11-11,25.04,25.06,24.99,25.00,37700,13.82
NYSE,GAJ,2000-12-27,10.81,11.06,10.56,10.62,28100,3.97
NYSE,GEC,2003-04-24,25.82,25.99,25.78,25.81,62700,16.98
NYSE,GTC,2008-12-04,131.37,131.37,124.08,126.03,000,126.03
NYSE,GNI,1990-08-30,19.65,19.65,19.65,19.65,100,1.67
NYSE,GEF,2009-09-28,53.75,55.06,53.38,54.71,244300,54.32
NYSE,GMR,2006-11-08,34.96,35.58,34.77,35.45,376700,15.78
NYSE,GPC,1984-06-19,16.73,16.80,15.89,16.19,152600,1.77
NYSE,GSK,1991-10-22,48.88,49.38,48.63,49.13,1904600,12.91
NYSE,GHL,2006-12-14,71.26,72.70,71.17,71.92,95900,66.90
NYSE,GRA,2007-08-03,20.65,20.79,19.85,20.03,1034800,20.03
NYSE,GVA,2006-04-21,51.10,51.65,50.51,51.29,291500,49.06
NYSE,GR,2008-07-29,47.28,50.92,47.28,50.76,2844300,49.06
NYSE,GIS,1992-09-14,58.16,59.06,57.86,58.56,592000,17.54
NYSE,GNW,2004-07-14,22.90,23.30,22.68,22.79,1535400,21.33
NYSE,GPS,1994-07-18,40.88,41.75,40.75,41.50,2189700,5.29
NYSE,GIM,2001-07-25,6.25,6.31,6.25,6.29,93700,3.02
NYSE,GXP,2004-06-08,29.46,30.25,29.30,30.02,1844100,21.89
NYSE,GIB,2009-02-09,8.46,8.46,8.23,8.31,283400,8.31
NYSE,GA,2009-10-22,7.50,7.52,7.36,7.49,244600,7.49
NYSE,GPC,1987-10-02,28.28,28.28,27.95,27.95,104000,5.32
NYSE,GBX,2000-03-08,7.88,7.88,7.81,7.81,16700,6.82
NYSE,GFA,2008-03-13,36.06,37.17,34.10,36.70,1123600,36.09
NYSE,GLD,2007-01-05,60.75,60.78,59.66,60.17,12500100,60.17
NYSE,GGG,1990-10-01,17.37,17.37,17.25,17.37,25100,0.87
NYSE,GJO,2006-08-25,23.91,23.91,23.65,23.69,1600,20.30
NYSE,GTC,2009-02-06,141.01,146.49,141.01,145.88,000,145.88
NYSE,GEO,2002-07-18,14.88,15.18,14.60,14.60,78800,4.87
NYSE,GSK,2008-08-07,48.55,48.75,47.96,48.11,1245900,45.13
NYSE,GCO,1998-06-16,14.56,14.75,14.50,14.69,43500,14.69
NYSE,GPX,1993-03-31,3.00,3.00,2.94,3.00,4500,11.86
NYSE,GEF,2002-06-07,30.24,30.74,29.21,29.56,89400,12.53
NYSE,GAS,2001-07-05,38.75,38.97,38.59,38.69,181200,25.68
NYSE,GFF,1997-03-18,14.38,14.38,14.12,14.25,42400,12.95
NYSE,GAH,2009-03-18,23.66,24.17,23.60,23.84,12700,22.50
NYSE,GAI,2006-08-04,2.60,2.80,2.60,2.80,28300,2.80
NYSE,GPS,2000-10-27,23.06,23.12,22.69,23.00,2321100,20.68
NYSE,GBL,2008-08-11,48.76,52.00,48.15,50.95,77600,50.72
NYSE,GRO,2010-01-07,3.12,3.13,3.00,3.05,344800,3.05
NYSE,GE,2009-01-29,13.33,13.35,12.69,12.72,79385900,12.11
NYSE,GR,1992-04-02,36.58,36.67,36.31,36.40,215000,9.55
NYSE,GMXR,2007-10-25,36.44,37.18,35.87,37.00,121900,37.00
NYSE,GAJ,2000-01-24,22.62,22.62,22.50,22.50,6700,7.95
NYSE,GPX,1995-12-26,8.75,8.75,8.50,8.62,20100,8.53
NYSE,GHI,1995-06-27,6.56,6.56,6.49,6.49,33100,1.02
NYSE,GGC,1999-04-09,10.94,10.94,10.70,10.70,2200,226.06
NYSE,GET,2008-12-18,12.72,12.76,11.22,11.43,629100,11.43
NYSE,GAH,2009-01-28,24.25,24.33,23.96,24.25,70300,22.89
NYSE,GUI,2008-09-09,24.18,24.59,24.15,24.15,2600,22.44
NYSE,GNI,1995-06-16,25.25,25.32,25.02,25.17,4100,5.18
NYSE,GXP,2007-03-02,31.39,31.40,31.00,31.04,526100,26.32
NYSE,GIS,1998-05-05,65.62,65.68,65.38,65.56,2108200,24.18
NYSE,GJO,2006-08-31,23.67,23.67,23.67,23.67,500,20.28
NYSE,GAB,2007-08-20,8.96,9.10,8.92,9.04,313800,6.35
NYSE,GWW,1987-09-10,52.01,53.27,52.01,53.27,180000,9.29
NYSE,GTI,1996-08-02,37.25,37.75,36.75,37.37,214300,37.37
NYSE,GAS,1999-09-21,37.64,37.77,36.79,36.91,35800,22.32
NYSE,GAP,1991-04-16,44.26,44.48,43.95,44.26,72700,28.64
NYSE,GRR,2007-11-14,29.27,30.67,29.27,29.61,19800,24.28
NYSE,GJS,2009-04-17,10.95,10.95,9.58,10.10,3500,9.95
NYSE,GPU,2009-10-20,26.38,26.38,26.00,26.00,1700,25.26
NYSE,GXP,1990-04-05,33.25,33.25,32.88,32.88,68600,4.80
NYSE,GAJ,2007-06-12,25.68,25.79,25.64,25.65,10400,18.92
NYSE,GDI,1995-02-08,11.75,12.00,11.63,12.00,100800,2.00
NYSE,GFF,2001-12-14,14.81,14.95,14.52,14.95,107700,14.95
NYSE,GPC,2000-04-19,24.56,25.00,24.25,24.69,342100,17.31
NYSE,GTC,2007-05-11,222.39,225.19,222.39,225.16,000,225.16
NYSE,GFI,2001-12-20,4.76,4.94,4.76,4.91,925500,4.29
NYSE,GLT,2001-01-09,12.41,12.41,11.75,11.80,47600,8.66
NYSE,GEF,2008-11-28,32.74,33.16,31.72,33.15,116300,31.64
NYSE,GAM,1996-05-08,21.38,21.38,21.12,21.38,20400,6.61
NYSE,GBX,1997-12-08,17.25,17.31,17.25,17.31,1100,14.19
NYSE,GPI,2000-01-14,13.88,14.00,13.50,13.75,7700,13.06
NYSE,GUI,2004-09-21,25.10,25.22,24.90,25.00,1600,18.65
NYSE,GEC,2008-05-22,24.99,24.99,24.85,24.94,38900,22.57
NYSE,GRA,2004-09-27,8.99,9.77,8.90,9.53,1632200,9.53
NYSE,GOF,2008-08-26,15.55,15.56,15.37,15.42,10900,12.43
NYSE,GAM,1996-09-18,23.00,23.00,22.75,22.75,10500,7.03
NYSE,GUQ,2004-07-01,21.90,21.90,21.90,21.90,200,15.61
NYSE,GAS,1995-10-05,22.84,23.06,22.63,22.84,48100,11.71
NYSE,GLF,2003-04-25,13.45,13.45,13.02,13.19,18400,13.19
NYSE,GNI,1988-11-10,10.70,10.70,10.70,10.70,200,0.52
NYSE,GKM,2006-02-02,22.16,22.36,22.13,22.32,37600,13.72
NYSE,GBX,2006-06-27,30.90,31.69,29.55,29.72,284400,28.35
NYSE,GYB,2004-06-21,24.80,25.00,24.76,24.86,18700,17.97
NYSE,GPD,2009-04-30,25.00,25.00,24.88,24.99,6400,23.91
NYSE,GAJ,2002-09-11,20.40,20.70,20.30,20.70,8100,9.32
NYSE,GED,2005-08-30,25.32,25.39,25.32,25.39,29400,19.42
NYSE,GIS,2006-06-15,50.99,51.00,49.82,50.83,3782800,45.80
NYSE,GTY,1993-03-25,10.75,12.25,10.75,12.13,101100,3.38
NYSE,GYA,2006-10-26,24.50,24.50,24.02,24.02,8600,18.63
NYSE,GPX,2005-10-06,8.75,8.80,8.45,8.80,34400,8.80
NYSE,GCH,2009-07-08,10.89,10.89,10.57,10.65,129900,10.58
NYSE,GSK,1992-04-29,26.37,26.37,25.50,25.75,3964500,13.67
NYSE,GDP,1988-03-25,4.25,4.38,4.25,4.38,3000,35.00
NYSE,GSH,2005-11-15,14.85,14.85,14.68,14.69,5900,13.39
NYSE,GDP,1996-12-23,0.56,0.63,0.56,0.63,16000,5.00
NYSE,GPN,2004-12-28,58.30,59.47,58.30,59.34,548400,29.37
NYSE,GE,1980-08-19,56.63,56.75,56.00,56.00,11193600,0.48
NYSE,GPS,2008-07-28,16.10,16.63,15.90,16.13,9264800,15.64
NYSE,GPX,1992-12-14,2.62,2.81,2.62,2.75,2200,10.87
NYSE,GHI,2002-08-20,13.54,13.54,13.35,13.51,23400,5.93
NYSE,GJE,2006-01-19,22.46,22.70,22.46,22.70,3200,17.37
NYSE,GNW,2005-06-23,30.60,30.69,29.70,29.97,1503700,28.26
NYSE,GDP,1991-02-12,2.62,2.75,2.62,2.75,9400,22.00
NYSE,GD,1981-10-15,9.47,9.87,9.47,9.82,565600,0.20
NYSE,GNI,1999-03-03,54.47,55.37,54.47,54.47,1900,19.31
NYSE,GF,1998-07-09,12.91,13.13,12.82,13.00,194400,5.57
NYSE,GYC,2006-09-29,21.33,21.61,21.33,21.58,12400,17.71
NYSE,GR,2005-08-15,44.05,44.66,43.90,44.59,484600,41.02
NYSE,GPX,1993-12-15,4.25,4.37,4.25,4.37,4100,17.30
NYSE,GDI,1995-01-17,11.38,11.63,11.38,11.38,16800,1.89
NYSE,GPU,2007-05-04,25.70,25.74,25.35,25.48,7200,21.64
NYSE,GEC,2008-02-19,25.14,25.15,25.00,25.06,45200,22.34
NYSE,GSK,1998-02-25,56.25,57.56,56.13,57.25,1463300,37.92
NYSE,GTC,2007-09-20,239.00,240.10,238.40,239.05,000,239.05
NYSE,GAM,2001-05-09,36.15,36.35,36.01,36.35,14200,23.50
NYSE,GJI,2008-01-22,23.80,23.80,23.80,23.80,200,22.37
NYSE,GBX,1994-12-12,14.88,15.00,14.75,14.75,17700,11.40
NYSE,GTC,1999-05-03,276.76,277.18,272.94,276.88,000,276.88
NYSE,GJN,2009-07-20,17.20,17.20,17.01,17.01,300,16.60
NYSE,GGT,2007-08-14,12.70,12.85,12.53,12.55,9600,11.21
NYSE,GFA,2007-09-28,33.77,34.43,32.99,33.74,714600,33.18
NYSE,GT,1975-02-12,15.38,15.63,15.25,15.50,35800,2.33
NYSE,GLW,2004-06-30,12.94,13.19,12.93,13.06,8554600,12.67
NYSE,GFI,1992-09-15,9.75,9.75,9.63,9.63,20800,6.97
NYSE,GPX,2007-11-16,10.20,10.20,9.99,10.04,29500,10.04
NYSE,GYC,2009-04-15,14.95,15.25,14.95,15.25,1000,14.73
NYSE,GBX,2002-04-18,7.10,7.10,7.05,7.05,2200,6.60
NYSE,GD,2007-05-22,81.71,81.79,80.50,80.56,1167300,76.10
NYSE,GAM,1995-05-12,18.88,19.25,18.88,19.12,38000,5.20
NYSE,GPC,1987-09-15,27.95,27.95,26.69,26.94,295000,5.13
NYSE,GSK,2007-08-13,51.35,52.03,51.24,51.55,1713400,46.11
NYSE,GCS,2009-02-26,5.30,5.42,5.28,5.33,103300,5.24
NYSE,GET,2002-10-08,17.15,17.50,16.90,17.15,25400,17.15
NYSE,GES,2005-04-25,13.62,13.84,13.36,13.40,194200,6.47
NYSE,GPW,2005-08-10,24.85,24.86,24.73,24.80,2200,18.84
NYSE,GCH,2001-04-27,9.82,9.85,9.82,9.85,1700,5.15
NYSE,GS,2000-03-14,111.50,112.88,103.50,104.75,653100,96.55
NYSE,GY,1996-05-13,6.46,6.64,6.46,6.58,54700,0.51
NYSE,GDP,2002-12-04,2.60,2.65,2.58,2.65,10100,2.65
NYSE,GPC,2000-01-20,24.82,24.82,23.71,24.02,309400,16.63
NYSE,GE,1962-11-12,71.50,72.00,71.50,72.00,2140800,0.18
NYSE,GXP,1993-06-18,24.25,24.25,24.00,24.00,29500,8.78
NYSE,GG,1996-11-04,9.13,9.13,9.13,9.13,600,4.13
NYSE,GAJ,2005-08-29,24.93,24.97,24.90,24.92,6000,15.62
NYSE,GDP,1998-09-01,2.56,2.56,2.50,2.50,16400,2.50
NYSE,GYC,2007-01-11,22.72,22.72,22.72,22.72,000,18.97
NYSE,GSK,1997-11-17,42.63,42.75,42.38,42.44,261600,28.11
NYSE,GSK,2005-03-11,48.65,48.79,48.48,48.48,1244700,39.96
NYSE,GKK,2004-10-25,16.22,16.50,16.20,16.38,65500,11.11
NYSE,GNI,2006-01-25,133.75,135.75,132.25,135.75,2500,92.35
NYSE,GPS,2003-03-27,14.84,14.92,14.70,14.83,2553900,13.52
NYSE,GDP,2006-09-12,28.55,28.96,27.80,27.88,431200,27.88
NYSE,GDV,2009-03-30,8.33,8.47,8.21,8.30,223000,7.78
NYSE,GTC,2002-10-14,104.15,104.89,102.03,104.58,000,104.58
NYSE,GAS,1988-06-20,16.79,16.86,16.72,16.86,103400,2.47
NYSE,GFF,2002-11-20,12.05,12.28,11.95,12.28,100600,12.28
NYSE,GCO,2000-05-01,12.88,13.69,12.88,13.56,243000,13.56
NYSE,GWW,2001-02-02,37.25,37.60,37.02,37.26,261800,31.97
NYSE,GCO,2006-04-24,41.31,41.58,40.77,41.26,241600,41.26
NYSE,GAB,1994-08-05,6.19,6.19,6.12,6.12,44000,0.84
NYSE,GAI,1998-08-26,8.38,8.38,8.06,8.31,9600,6.52
NYSE,GJP,2008-06-18,20.11,20.11,20.11,20.11,000,18.74
NYSE,GLW,1992-12-17,39.13,39.13,38.50,39.00,431400,9.19
NYSE,GJJ,2006-11-24,24.21,24.21,24.21,24.21,200,21.20
NYSE,GE,2007-05-15,36.67,37.20,36.61,36.64,27736000,32.35
NYSE,GPS,1998-03-04,43.63,43.63,42.38,43.19,2385000,17.15
NYSE,GD,1986-07-14,32.22,32.32,31.83,32.22,260800,0.81
NYSE,GRT,2004-06-24,22.59,22.70,22.47,22.55,93800,11.77
NYSE,GE,1988-01-28,43.00,44.13,43.00,44.13,14400000,2.03
NYSE,GES,2001-06-06,8.40,8.40,8.06,8.14,367800,3.93
NYSE,GTI,2004-07-06,10.15,10.15,9.73,9.97,522500,9.97
NYSE,GDV,2006-08-21,19.06,19.10,18.92,19.00,276700,14.15
NYSE,GFF,2001-10-02,11.40,11.55,11.35,11.52,249500,11.52
NYSE,GIL,2008-04-23,34.80,34.80,33.80,33.97,425600,33.97
NYSE,GGB,2002-02-26,11.84,11.84,11.45,11.70,2043800,0.73
NYSE,GTS,2008-03-27,19.42,19.52,18.82,18.97,35800,18.97
NYSE,GBX,2003-07-30,13.80,13.95,13.50,13.95,24600,13.05
NYSE,GWW,1997-01-10,78.25,78.85,76.93,78.85,151000,31.94
NYSE,GIS,1985-08-02,37.13,37.13,36.97,37.13,571200,2.10
NYSE,GCO,1988-08-16,4.75,5.50,4.75,5.38,246200,5.38
NYSE,GPK,2007-06-26,5.05,5.11,4.94,5.00,327600,5.00
NYSE,GRS,2003-10-03,3.40,3.40,3.15,3.30,98500,3.30
NYSE,GVA,2008-09-26,37.16,37.60,36.25,37.23,353000,36.56
NYSE,GE,1978-10-09,52.63,53.13,52.63,53.13,3936000,0.41
NYSE,GAB,1991-07-12,4.47,4.52,4.42,4.52,64900,0.34
NYSE,GRS,2006-04-05,17.40,17.70,17.05,17.34,403300,17.34
NYSE,GXP,1992-11-19,22.62,22.75,22.50,22.75,167900,7.95
NYSE,GEO,2003-06-16,14.60,14.73,13.94,14.30,328400,4.77
NYSE,GDV,2007-10-24,21.46,21.46,21.03,21.44,108800,17.29
NYSE,GMW,2005-09-29,24.95,24.95,24.95,24.95,000,24.95
NYSE,GLT,1996-07-29,15.47,15.47,15.25,15.25,86700,8.85
NYSE,GRR,1996-08-15,10.00,10.12,10.00,10.12,44800,7.81
NYSE,GGB,2006-12-08,16.20,16.48,16.20,16.36,2151800,7.74
NYSE,GFZ,2006-10-30,25.35,25.35,25.35,25.35,000,20.12
NYSE,GBL,2003-04-11,28.20,28.62,28.07,28.08,30900,26.69
NYSE,GEA,2009-12-22,25.30,25.30,24.97,24.99,48600,24.99
NYSE,GDP,1999-10-27,2.50,2.75,2.50,2.75,48300,2.75
NYSE,GG,2001-04-25,8.37,8.37,8.17,8.26,35400,3.77
NYSE,GEO,1998-11-10,26.25,26.62,26.00,26.06,133200,8.69
NYSE,GT,2000-08-28,22.81,24.06,22.81,23.81,1098200,21.65
NYSE,GTI,2010-01-22,13.75,13.82,13.31,13.35,1614400,13.35
NYSE,GGG,1991-12-19,24.75,25.00,24.75,24.75,92300,1.28
NYSE,GU,2008-02-26,10.50,10.50,10.03,10.25,372700,9.93
NYSE,GMR,2007-05-04,31.43,31.49,30.89,31.18,385800,22.13
NYSE,GAM,2000-06-26,39.00,39.06,38.81,38.88,5200,20.50
NYSE,GVA,2003-04-21,16.50,16.87,16.40,16.82,232700,15.34
NYSE,GHI,2003-04-25,16.10,16.23,16.01,16.15,73400,7.61
NYSE,GTC,2007-05-23,227.26,227.74,225.30,225.40,000,225.40
NYSE,GJP,2009-07-23,19.40,19.40,19.40,19.40,000,19.03
NYSE,GPS,1993-06-04,34.00,34.38,33.50,33.75,3940600,4.26
NYSE,GFF,2004-12-07,25.80,25.80,24.75,24.84,124000,24.84
NYSE,GSK,1998-09-10,60.13,60.31,59.44,59.50,560800,40.23
NYSE,GAJ,2005-05-13,23.80,24.05,23.80,23.90,11300,14.63
NYSE,GMK,2005-12-29,13.17,13.30,12.99,13.00,5800,12.37
NYSE,GPD,2008-02-28,24.78,24.78,24.58,24.60,5900,21.81
NYSE,GJD,2006-05-16,22.53,22.73,22.50,22.71,2800,17.40
NYSE,GJD,2009-12-01,15.54,15.54,15.53,15.54,800,15.54
NYSE,GGG,2006-02-09,39.70,40.04,39.58,39.75,311100,36.38
NYSE,GT,1991-07-17,36.75,37.25,36.50,36.88,1130400,13.82
NYSE,GTC,1999-03-24,248.40,253.91,246.66,253.75,000,253.75
NYSE,GRT,2002-09-04,18.40,18.75,18.40,18.72,130800,8.34
NYSE,GBX,1995-03-21,15.63,15.63,15.25,15.25,1400,11.83
NYSE,GDV,2005-12-12,17.89,17.99,17.82,17.87,210700,12.74
NYSE,GT,1990-03-30,36.25,36.25,35.63,35.75,891400,12.47
NYSE,GEF,2008-09-26,69.08,69.08,66.25,66.95,371800,63.90
NYSE,GAM,1986-11-10,20.12,20.38,20.00,20.38,16800,2.59
NYSE,GED,2006-08-10,24.07,24.07,23.95,24.06,16300,19.27
NYSE,GKK,2007-03-13,30.84,30.84,29.11,30.00,189100,23.64
NYSE,GEG,2008-10-13,20.00,20.99,18.90,20.30,92300,18.34
NYSE,GB,2006-12-11,27.20,27.47,27.17,27.40,233100,27.40
NYSE,GLT,2008-11-03,10.01,10.16,9.80,9.88,360500,9.42
NYSE,GPC,2006-02-09,42.03,42.59,41.88,42.14,262000,36.37
NYSE,GBF,2007-04-20,100.42,100.59,100.37,100.59,300,92.91
NYSE,GRT,2006-06-21,24.34,24.93,24.31,24.92,91100,15.11
NYSE,GKM,2006-05-10,20.85,21.00,20.85,21.00,84700,13.20
NYSE,GEX,2007-10-02,49.50,49.59,49.20,49.45,18900,49.11
NYSE,GAB,2000-03-09,10.92,11.04,10.86,10.92,122600,3.71
NYSE,GRT,2004-10-27,26.05,26.32,25.83,26.32,108700,14.31
NYSE,GWW,1986-06-30,36.39,36.80,36.29,36.80,37600,6.27
NYSE,GET,2007-10-10,54.48,54.51,53.34,53.60,224900,53.60
NYSE,GPC,2004-03-15,33.55,33.64,33.01,33.12,290100,27.17
NYSE,GLT,2003-01-31,12.30,12.50,12.15,12.50,99800,10.11
NYSE,GNI,2009-04-17,80.99,81.00,79.00,79.80,2200,74.62
NYSE,GMK,2005-07-01,9.32,9.46,9.30,9.32,12200,8.87
NYSE,GET,2008-02-25,31.69,32.67,31.52,32.57,289400,32.57
NYSE,GPS,1990-04-03,66.50,69.00,66.50,68.37,4214700,2.08
NYSE,GIM,1992-02-04,4.50,4.56,4.50,4.56,162100,0.69
NYSE,GRX,2009-07-10,5.05,5.05,4.95,5.02,15000,5.02
NYSE,GAP,1986-04-04,18.53,18.83,18.43,18.53,49100,10.95
NYSE,GAJ,2007-07-26,25.38,25.52,25.30,25.34,11100,19.13
NYSE,GTC,2005-03-15,176.65,177.37,175.01,175.07,173200,175.07
NYSE,GUQ,2008-04-17,24.05,24.25,24.05,24.06,2600,21.63
NYSE,GGG,2000-11-15,35.06,36.25,35.00,36.13,112400,8.69
NYSE,GE,1984-06-13,52.88,53.50,52.88,53.00,5556000,1.09
NYSE,GSL,2009-09-15,1.55,1.57,1.51,1.52,330700,1.52
NYSE,GAP,1986-05-01,18.71,18.81,18.31,18.31,43800,10.88
NYSE,GEO,1995-10-31,20.75,21.00,20.00,21.00,51600,3.50
NYSE,GPJ,2009-09-01,25.17,25.25,25.14,25.20,2400,24.46
NYSE,GGT,1998-04-22,7.64,7.78,7.50,7.59,10700,3.40
NYSE,GAP,2002-02-05,24.88,25.18,24.74,25.18,132200,19.92
NYSE,GIL,2009-12-17,23.03,23.15,22.58,23.10,424100,23.10
NYSE,GUT,2008-12-04,6.18,6.40,6.18,6.27,15900,5.55
NYSE,GT,1981-07-01,19.00,19.00,18.37,19.00,167600,4.42
NYSE,GT,2003-06-17,6.96,7.10,6.90,6.96,1462200,6.96
